IES.PADRE,InstituciÃ³n de EducaciÃ³n Superior (IES),Programa Académico,Id GÃ©nero,AÃ±o,Semestre,Total Matriculados
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,1,2020,1,13
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,2,2020,1,21
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,1,2020,1,2
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,2,2020,1,4
5802,UNIVERSIDAD ECCI,PROFESIONAL EN GASTRONOMIA,1,2020,1,27
5802,UNIVERSIDAD ECCI,PROFESIONAL EN GASTRONOMIA,2,2020,1,23
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,1,2020,1,268
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,2,2020,1,165
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,1,2020,1,63
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,2,2020,1,32
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,1,2020,1,33
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,2,2020,1,15
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,1,2020,1,23
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,2,2020,1,1
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,1,2020,1,262
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,2,2020,1,37
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,1,2020,1,101
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,2,2020,1,13
5802,UNIVERSIDAD ECCI,DERECHO,1,2020,1,57
5802,UNIVERSIDAD ECCI,DERECHO,2,2020,1,83
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,1,2020,1,24
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,2,2020,1,6
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESOS QUIMICOS INDUSTRIALES,1,2020,1,110
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESOS QUIMICOS INDUSTRIALES,2,2020,1,146
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS BIOMEDICOS,1,2020,1,157
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS BIOMEDICOS,2,2020,1,115
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,1,2020,1,238
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,2,2020,1,347
5802,UNIVERSIDAD ECCI,MAESTRIA EN MATERIALES Y PROCESOS INDUSTRIALES,1,2020,1,4
5802,UNIVERSIDAD ECCI,MAESTRIA EN MATERIALES Y PROCESOS INDUSTRIALES,2,2020,1,1
5802,UNIVERSIDAD ECCI,ADMINISTRACIÓN DE EMPRESAS,2,2020,1,4
